,title,write_date,score,content
406,사바하,2019-03-02,10,"‘검은 사재들’을 연출한 장재현 감독 작품이라 또 하나의 오컬트를 기대하며  악령을 어떤 식으로 묘사했는지에 초점을 맞추고 ‘사바하’를 감상했으나  작품은 오컬트 이상의 풍부한 의미를 전달하는데 성공했다.  개신교 목사로 보이는 박목사(이정재)는 신학대학에서 가끔 출강을 하며  강의료를 받는 시간강사이자 극동종교연구소라는 연구소라기보다 그저  평범한 사무실을 운영하는, 성직자가 아닌 종교로 돈이나 버는 전형적으로  세속화된 장사꾼의 모습이다. 개신교에서 금하는 담배를 엄청나게  피워대는 골초인데다가 전반적으로 보이는 행태가 장사꾼을 넘어 사기꾼  기질까지 엿 보이는 데 작품은 오컬트로서 진지하게 악령과 맞서 싸우는  성직자의 모습을 보이지 않고 세속화 되고 그것도 상당히 젊었을 적 멋있고  카리스마가 넘치는 배우 이정재를 통해 어설프고 허영기 심한 캐릭터를  전면에 내세우며 작품이 전적으로 진지하지 않고 꽤나 희화적인 요소도  있음을 강변한다.  박목사가 주로 하는 연구라기보다 사업은 매체에 칼럼을 기고하고 사이비  종교나 이단을 파헤쳐 이를 폭로하고 고발하는 역할이다. 그러나 이  과정에서 타 종교와의 갈등을 피할 수 없어 길거리에서 계란세례까지  받는데 그래도 굳건하게 낙천적이라기보다 허영기 있는 모습은 연구소에서  비서로 일하는 심권사(황정민)에게 너스레를 떠는 데서 드러난다.  박목사의 존재감이 일기 전 작품은 쌍둥이 금화(이재인) 자매의 사연으로  무시무시한 분위기를 조성하고 오컬트의 색채를 짙게 입히지만 박목사의  등장으로 그 오컬트의 색채가 옅어진다.  박목사가 신흥 종교이자 이단으로 지목한 사슴 동산이라는 단체를  취재하면서 일련의 연쇄 살인과 실종 사건이 혼합된 강력사건이 벌어지고  작품은 오컬트의 범주를 뛰어넘어 살인사건과의 상관성까지 더해지며 한층  더 복잡해진 다층적 구조를 지니게 된다.  박목사는 전도사 고요셉(이다윗)을 사슴 동산에 파견해 그 실체를 파악하고  그 폭로로 한 몫 잡아보려 하지만 오히려 본격적인 조사를 실시하고  불교에서 학교 후배 해인 스님(진선규)과 협업으로 사슴 동산의 정체를  파악해 나가는 과정에서 사슴동산이라는 집단이 단순한 사이비 종교  집단이 아니라 귀신을 좆아 처단하는 집단임을 파악한다.  ‘검은 사재들’에서 신부들이 구마 의식을 통해 직접 악령을 처단하는 것과  달리 박목사는 초반 허영기 있고 덜렁대는 모습과 달리 사슴 동산 사건에  다가가면 다가 갈수록 일종의 경찰이라기보다 사립 탐정으로서 사건에  다가가는 모습을 보인다. 오히려 강력계 형사 황반장(정진영)이 박목사가  주장하는 사건의 일관성에 무관심한 모습인데 반해 박목사는 점점 더  사건에 진지하게 다가가고 이를 해결하려 한다.  사건의 중심에 살인사건을 일종의 희생으로 생각하고 자신의 삶을  사슴동산 교주에게 바친 정비사 정나한(박정민)은 사건의 희생자를  물색하고 일련의 사건에 중심에 있는 이로 시종일관 웃음기 없는 날카롭게  냉정한 모습으로 사슴 동산이 취하는 바를 실현하려 하는 인물이고  박목사는 이 정나한의 실체에 다가가 사슴동산이 어떤 형식으로 이뤄진  집단이고 그 실체가 무엇인지에 대해 논리적으로 접근한다.  성직자의 직업을 지녔으면서도 박목사는 사건에 논리적으로 다가간다는  점에서 오컬트의 관습을 벗어나 신선한 캐릭터라고 할 수 있으며 특히  작품에서 기독교와 불교 간의 갈등을 전면에 드러낸 게 아니라 오히려  서로 상대방의 교리와 종교를 인정하는 방향에 추가적으로 학연이라는  세속적인 인연으로 목사와 스님이 선후배로 호형호제 하는 모습까지  연출한 건 의외의 모습이다.  작품은 박목사가 추적하는 사슴동산의 실체를 드러냄과 동시에 초반부  아주 흉측하고 살벌하게 등장했던 금화의 쌍둥이 자매를 전혀 예상치 못한  모습으로 치환하는 반전을 선사한다.  아울러 개신교 박목사가 자신의 직업을 의심케 해도 좋을 만한 근본적인  종교에 대한 회의를 고요셉에게 털어 놓는 장면과 성탄절이라는 축복된  날의 이면에 존재하는 무수한 희생에 대해서도 다르게 생각하며 배후에  도사린 비정한 인간 세상을 바라보는 시선은 ‘사바하’를 그저 흔한 오컬트  범주의 작품에서 한 층 더 나아간 진지한 작품으로 격상시킨다.  오컬트로 시작해 논리를 동원해 미스터리를 해결하고 종교에 대해 진지한  물음까지 제공하는 ‘사바하’는 상업영화로서 충분한 매력을 선보이며  아울러 이정재라는 배우의 연기력에도 아주 깊은 인상을 남긴 작품이 됐다. more"
407,사바하,2019-02-24,6,늘어 놓은 떡밥은 다 어찌할꼬
408,사바하,2019-02-20,8,흥미진진한 소재를 무시무시하게 풀어낸다
412,사자,2019-09-11,5,"악마를 보게 된 격투기 챔피언과 구마사제와 연합하여 악마를 응징하는 과정이 상당히 비현실적이고, 감을 너무 떨어뜨리는 내용들이 좀 있어서 어느 정도 아쉬움만 남은 영화였습니다! 캐스팅된 배우들이 아깝다는 생각만 들었습니다! 전반적으로 스토리 구성과 공감도가 떨어져서 별로였으니, 별 2개 반 드립니다!! more"
413,사자,2019-08-22,4,좋은 소재를 밋밋한 연출로 채워나간다
414,사자,2019-08-10,6,무엇보다도 안성기 배우와 박서준 배우의 흐뭇한 캐미가 좋았다.
415,사자,2019-08-02,7,박용후(박서준)는 유년시절에 부친(이승준)을 잃는다. 작품 초반에 부친이  악마들에 의해 목숨을 잃었는데도 작품은 이종 격투기 선수로 성공한  용후에게 그런 사연을 들려주질 않는다. 주인공인 용후가 이종 격투기  선수라는 점은 작품 자체가 액션을 취할 거라는 전제를 가능하게 하며 그  액션이 오컬트라는 장르 특유의 긴장감이나 공포를 희석시키는 부작용을  낳는다.  용후의 손에 성흔이 생기고 용후가 악마들과 싸울 전사가 된다는 전제는  납득이 되나 거악인 지신(우도환)이 왜 한국에 정착했고 무슨 목적을  지녔는지 설명이 되지 않는다.  명배우인 안성기는 안신부 역할로 ‘나랏말싸미’에서 선보인  산스크리트어만큼이나 생경한 라틴어를 구사하며 오컬트 분위기를  유지하려 하지만 작품은 용후의 액션에 집중해서 범작에 그치고 말았다. more
417,살인마 잭의 집,2019-02-25,5,"영화의 작품성을 떠나서, 이용철은 별점을 저렇게 줄거면 아예 주지를 말지. 일단 점수를 넣어놓고, '유예'라?. 뭐 저래, 무책임한 평론가가 있냐. 여기가 평론가 용철의 집이냐. more"
418,살인마 잭의 집,2019-02-23,5,감독이 비범하긴 비범하다. 천재 아님 돌아이가 아닐까 싶다.
421,삽질,2019-12-05,1,"“가장 쿨했다”는 시대의 악취 특정 단어를 더 부정적으로 대하게 만든, 언어적으로도 나쁜 놈들 녹조 라테의 악취, 코를 찌른다 more"
422,삽질,2019-12-02,10,"이명박 전 대통령은 훌륭한 사람이다. 박정희, 전두환의 대를 이어 국가를  사유화 하고 돈을 추구해 자신만 잘 살겠다는 극악한 이기주의를 선보이신  분이기 때문이다. 멀쩡한 강바닥을 마구잡이로 파 제 낀 대가는 환경파괴,  국고의 낭비, 건설작업에 참여한 인명사망 등 이루 말할 수 없다.  오 마이 뉴스의 김병기 기자는 국가 사유화에 성공해 엄청난 이득과 돈만을  추구하는데 신화가 된 각하를 만나 ‘양심’의 존재 여부를 묻고 다닌다.  그러나 이명박은 전두환처럼 철면피로 대응하고 제대로 된 대담 대신  휑하니 도망가는데 선수다.  기자 김병기는 이명박의 국가 사유화에 동참해 엄청난 특혜와 자신의  영달을 달성한 파렴치한 괴물들에게 일말의 사죄와 반성을 촉구하면서  자신을 만나주지 않는 그들에게 갑작스레 찾아간다. 그럼 그들은 우선  역정부터 낸다. 자신의 행위 자체와 언사 자체에 대한 반성은 당연히 없다.  친일파들이 다시 득세한 이후 이 나라의 사회 지도층이라는 것들은 죄다  자신들의 과오, 범죄를 인정하지 않는 능력은 타고났다.  김병기 기자는 부역자중 단 한명과의 제대로 된 대담은 하지 못한 채 이들과  힘겨운 투쟁을 벌인 환경운동가 오 마이 뉴스의 시민기자와의 인터뷰를  통해 이들의 범죄 행위가 야기한 비극에 카메라를 들이댄다. 물고기는  떼죽음 당하고 강의 형태는 변했으며 녹조가 가득 찬 강만 봐도 분노를 금할  길이 전혀 없다.  5년을 해 먹으면서도 이 4대강 뿐만 아니라 대통령이 되기 전부터 BBK,  된 이후엔 용산 참사, 부동산 투기로 벌어들인 부당 이득 등, 사기의  달인이라고 해도 과언이 아니다. 4대강을 파헤친 것도 모자라 이를  선전하고 선동하기 위해 벌인 짓거리들은 박정희의 유신 치하를 빼다  박았다.  군대도 안 갔다 온 게 못된 짓은 제대로 배워서 양심 있는 학자들, 기자,  운동가들에게 충견인 검·경으로 탄압과 억압을 밥 먹듯이 하고 자신들의  돈만 추구하는데 방해공작을 펼치는 이들에겐 ‘방해’한 대가를 톡톡히  치르게 하는데 총력을 다 했다.  앞서 언급했듯 이 나라에서 친일파들의 부활이후 대도들은 어느 하나  제대로 된 법적 제재와 심판을 받지 않았다고 했듯이 부역자들 또한 나라의  물길에 독약을 풀어 놓고도 엄청나게 큰 집에서 잘 사는 것은 물론이요  취업 기관으로 전락은 했으나 학문의 장인 대학 교정에서 아무렇지 않다는  듯 교편을 잡고 있다.  이명박은 현재 비자금 보유 여부로나 기소가 되었을 뿐 그가 저지른 엄청난  범죄 리스트 중에 제대로 처리된 게 하나도 없다. 오 마이 뉴스  시민기자이자 운동가들이 이명박이 양식한 실지렁이, 깔따구가 가득 있는  흙 한 삽을 주러 이명박의 주택단지에 갔을 때 전두환이 자신의 주변을  경호원으로 에워 쌓듯이 도둑이 제 발 저린 다고 같은 부류들이 하는  짓거리는 똑같이 흉내 낸다. 다소 의외였던 것은 돈이 많아 대형 수입  세단을 타고 다닐 거 같았는데 의외로 현대 출신이라 국산 세단을 탄다는  정도일 것이다.  범죄 사실을 추궁해도 자신들의 직업을 들이대면서 이를 정치보복으로  회피하고 민중들 중 일부는 이들의 악마적 야심을 봤으면서도 이를  지지하는 몹쓸 짓들을 하는 걸 보면 삶이 더 힘들어 질 수 밖에 없다. 전직  대통령 중 전두환과 더불어 자신의 사유화한 영지에서 온갖 혜택과 돈을  다 챙긴 두 괴물 덕에 피해자들과 고인들은 제대로 눈을 감지 못하는 것은  물론이고 현재에도 삶 자체에 위협을 당하는 슬픈 실상이 존재한다는데  개탄을 금치 못할 뿐이다. more"
424,샤잠!,2019-04-17,6,그럭저럭 볼만하다
425,샤잠!,2019-04-07,7,"DC 코믹스에서 새로 창조한 캐릭터라 하길래 내심 어느 정도 기대는 하고 봤는데, 크게 기대에 못 미친 영화였습니다! 영상미는 좋았으나, 내용 전개가 너무 유치한 데다 답답한 장면도 좀 있었고, 좀 약 빤 것 같은 영화라서 기대보다는 실망이 좀 큰 영화였습니다! 전반적으로 그리 재밌지 못 했으니, 별 3개 반 드립니다!! more"
426,샤잠!,2019-04-07,5,용아맥에서 본 샤잠 본편 보다 엔드게임 예고편이 더 재미있었다.
427,서스페리아,2019-05-19,7,영화 자체의 분위기만으로 공포를 느끼기에 충분했다.
429,세상을 바꾼 변호인,2019-10-04,3,실화흘 바탕으로한 이야기에 치중하다보니 드라마가 너무 단조롭군
430,세상을 바꾼 변호인,2019-07-05,8,"감동적이면서 몰입도가 좋은 법정실화였습니다! 1950년대부터 이어져 온 남녀간의 성차별 문제가 극심하던 시기에 성차별을 완화시켜 법을 모두 개정시킨 한 여성 법학자의 위대한 업적에 감동적이었지만, 성차별을 당연시 여기는 고위층들에 분노를 느끼기도 했습니다! 전체적으로 실화라는 사실에 놀라웠고 남녀평등의 의미를 깨닫게 해주었으니, 별 4개 드립니다!! more"
431,세상을 바꾼 변호인,2019-06-21,7,차별에 맞서 내딛는 위대한 한 걸음
432,세상을 바꾼 변호인,2019-06-13,7,펠리시티 존스와 아미 해머의 케미가 좋아유
436,수상한 교수,2019-08-18,5,너무 막장인 이야기는 불편했고 영화를 본 후 감동이나 울림은 적았다.
437,수상한 교수,2019-07-28,6,"상위 1% 안에 들 정도로 잘 나가던 교수가 시한부 선고를 받고 6개월 간의 마지막 인생을 다룬 영화라서 그런지 진하면서 코믹한 영화였습니다! 시한부를 다룬 영화를 많이 봐서 그런지 컨셉이 좀 식상하고, 공감이 크게 가지 않았던 점이 흠이기는 하지만 나름 어느 정도 봐줄만했습니다! 전반적으로 공감이 많이 없었지만 나름 봐줄만했으니, 별 3개 드립니다!! more"
